Latitude,Longitude
29.8162134039424,-79.10261304221834
29.779122462678693,-79.1154660247369
29.742230321972634,-79.12905255275264
29.705547978607477,-79.14336778096786
29.66908635531946,-79.15840666317607
29.632856297803734,-79.1741639545109
29.59686857175335,-79.19063421372621
29.561133859931672,-79.2078118055055
29.525662759278607,-79.22569090280011
29.49046577805114,-79.2442654891947
29.45555333299842,-79.26352936129899
29.420935746571914,-79.28347613116493
29.386623244170952,-79.30409922872803
29.352625951423885,-79.32539190427197
29.31895389150546,-79.34734723091555
29.285616982490417,-79.36995810712104
29.252625034743943,-79.39321725922314
29.219987748349023,-79.41711724397734
29.187714710571168,-79.44165045112746
29.155815393360708,-79.46680910599086
29.124299150893,-79.49258527206118
29.09317521714673,-79.5189708536274
29.062452703520687,-79.54595759840879
29.032140596489167,-79.5735371002049
29.002247755296278,-79.60170080156004
28.97278290968945,-79.63043999644147
28.943754657692313,-79.65974583293081
28.91517146341714,-79.68960931592807
28.88704165491721,-79.72002130986766
28.859373422079155,-79.75097254144592
28.832174814555604,-79.78245360235947
28.805453739738248,-79.81445495205425
28.77921796077164,-79.84696692048432
28.753475094607722,-79.87997971088025
28.728232610101543,-79.91348340252667
28.70349782614805,-79.94746795354831
28.67927790986038,-79.98192320370438
28.65557987478968,-80.0168388771909
28.632410579186686,-80.05220458545031
28.609776724305153,-80.08800982998837
28.587684852747415,-80.12424400519785
28.566141346852138,-80.16089640118868
28.545152427124417,-80.19795620662414
28.524724150708415,-80.23541251156315
28.504862409902668,-80.27325431030793
28.485572930718153,-80.31147050425709
28.466861271479335,-80.35004990476362
28.448732821468244,-80.38898123599799
28.431192799611765,-80.42825313781532
28.41424625321222,-80.46785416862733
28.397898056721417,-80.50777280827818
28.382152910558233,-80.54799746092412
28.36701533996986,-80.58851645791704
28.352489693936825,-80.62931806069136
28.3385801441219,-80.67039046365419
28.32529068386294,-80.71172179707878
28.31262512720987,-80.75330013000071
28.300587108005775,-80.79511347311696
28.289180079012276,-80.83714978168757
28.278407311079203,-80.87939695843976
28.26827189235875,-80.92184285647426
28.258776727564072,-80.9644752821739
28.249924537272474,-81.00728199811407
28.24171785727321,-81.05025072597516
28.23415903796002,-81.0933691494566
28.227250243768374,-81.13662491719262
28.220993452657602,-81.1800056456692
28.215390455637788,-81.22349892214265
28.21044285634167,-81.26709230755921
28.206152070641426,-81.31077333947569
28.202519326310505,-81.35452953498114
28.199545662730443,-81.39834839361933
28.197231930642733,-81.4422174003118
28.19557879194581,-81.48612402828174
28.194586719537096,-81.53005574197805
28.194255997200173,-81.574
